subject,class_id,stage3a_neighbours,stage3b_neighbours,retained_neighbour_count,neighbour_retention,stage3a_degree,stage3b_degree,degree_change,body_empty,body_tokens_truncated,body_token_count,embedding_shift_cosine_distance
jpetstore,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.AccountMapper,2,0.6666666666666666,7,7,0,true,0,0,0.24713583999599997
jpetstore,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.LineItemMapper|org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.LineItemMapper|org.mybatis.jpetstore.mapper.CategoryMapper,3,1.0,4,3,-1,true,0,0,0.177190595557
jpetstore,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.ItemMapper|org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.ItemMapper|org.mybatis.jpetstore.mapper.ProductMapper,2,0.6666666666666666,3,3,0,true,0,0,0.177544309414
jpetstore,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.AccountMapper|org.mybatis.jpetstore.service.OrderService|org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.AccountMapper|org.mybatis.jpetstore.mapper.LineItemMapper|org.mybatis.jpetstore.mapper.CategoryMapper,2,0.6666666666666666,7,7,0,true,0,0,0.24181031873000003
jpetstore,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.CategoryMapper|org.mybatis.jpetstore.mapper.ItemMapper|org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.CategoryMapper|org.mybatis.jpetstore.mapper.ItemMapper|org.mybatis.jpetstore.mapper.OrderMapper,3,1.0,4,6,2,true,0,0,0.21899961195499995
jpetstore,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.CategoryMapper|org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.mapper.AccountMapper|org.mybatis.jpetstore.mapper.CategoryMapper,3,1.0,4,4,0,true,0,0,0.200845878476
jpetstore,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.mapper.AccountMapper|org.mybatis.jpetstore.service.OrderService|org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.AccountMapper|org.mybatis.jpetstore.service.OrderService|org.mybatis.jpetstore.mapper.OrderMapper,3,1.0,3,4,1,false,0,13,0.23281898269
jpetstore,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.CategoryMapper|org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ProductMapper|org.mybatis.jpetstore.mapper.CategoryMapper|org.mybatis.jpetstore.web.actions.CatalogActionBean,2,0.6666666666666666,3,3,0,false,0,23,0.251308846949
jpetstore,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.service.AccountService|org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.OrderMapper|org.mybatis.jpetstore.domain.Order|org.mybatis.jpetstore.service.AccountService,2,0.6666666666666666,3,4,1,false,0,28,0.30675917933100005
jpetstore,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.CartActionBean,2,0.6666666666666666,3,3,0,false,0,7,0.191328549952
jpetstore,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.CatalogActionBean|org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.CartActionBean,3,1.0,4,4,0,false,0,51,0.13821027392399998
jpetstore,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean,3,1.0,3,5,2,false,0,32,0.14365820676200003
jpetstore,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CartActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.CartActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.OrderActionBean,3,1.0,4,4,0,false,0,34,0.13835333563600005
jpetstore,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.CartActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CartActionBean|org.mybatis.jpetstore.web.actions.AccountActionBean|org.mybatis.jpetstore.web.actions.CatalogActionBean,3,1.0,4,4,0,false,0,64,0.14436866300600004
daytrader,com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeServices|com.ibm.websphere.samples.daytrader.direct.TradeDirect|com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.direct.TradeDirect|com.ibm.websphere.samples.daytrader.TradeServices|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,2,0.6666666666666666,7,8,1,false,0,102,0.17583158362499995
daytrader,com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.direct.TradeDirect|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote|com.ibm.websphere.samples.daytrader.direct.TradeDirect,2,0.6666666666666666,8,4,-4,true,0,0,0.13063695288
daytrader,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton|com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton|com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2,0.6666666666666666,4,7,3,false,0,46,0.13355424001299998
daytrader,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean|com.ibm.websphere.samples.daytrader.entities.OrderDataBean|com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean|com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean|com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2,0.6666666666666666,5,5,0,false,0,32,0.13631524017999996
daytrader,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.util.KeyBlock|com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator|com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.KeyBlock|com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator|com.ibm.websphere.samples.daytrader.direct.TradeDirect,3,1.0,3,3,0,false,0,33,0.14764181439400004
daytrader,com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.TradeServices|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.TradeServices,3,1.0,5,6,1,false,31,256,0.14521820644600003
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.direct.TradeDirect,3,1.0,4,4,0,false,0,61,0.21955739581
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.util.MDBStats,2,0.6666666666666666,3,3,0,false,0,45,0.19909000045400005
daytrader,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean|com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean|com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,3,1.0,3,3,0,false,0,25,0.27771174702400003
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote|com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.direct.TradeDirect|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,2,0.6666666666666666,7,8,1,false,0,164,0.112983894817
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,1,0.3333333333333333,3,3,0,false,0,4,0.165471574006
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.TradeServices,3,1.0,4,4,0,true,0,0,0.118540979313
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean|com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal|com.ibm.websphere.samples.daytrader.TradeServices|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,3,1.0,4,4,0,true,0,0,0.11614490422099999
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean|com.ibm.websphere.samples.daytrader.entities.OrderDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,2,0.6666666666666666,5,3,-2,false,0,50,0.15528056676299995
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.entities.OrderDataBean,3,1.0,3,3,0,false,0,43,0.13243976697299997
daytrader,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.web.jsf.HoldingData|com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData|com.ibm.websphere.samples.daytrader.entities.QuoteDataBean|com.ibm.websphere.samples.daytrader.entities.AccountDataBean,2,0.6666666666666666,5,5,0,false,0,36,0.11942457982300003
daytrader,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.web.jsf.OrderData|com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2,0.6666666666666666,7,6,-1,false,0,59,0.122613645966
daytrader,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData|com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.entities.OrderDataBean,3,1.0,3,6,3,false,0,43,0.11480274075100005
daytrader,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,com.ibm.websphere.samples.daytrader.web.jsf.OrderData|com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter|com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF|com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0,0.0,3,3,0,false,0,15,0.37943597044099997
daytrader,com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData|com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData|com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF|com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,2,0.6666666666666666,3,3,0,false,0,43,0.19006320282400002
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator|com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect|com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator|com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect|com.ibm.websphere.samples.daytrader.util.TimerStat,2,0.6666666666666666,3,3,0,false,0,12,0.21668246648699996
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,com.ibm.websphere.samples.daytrader.util.KeyBlock|com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect|com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,com.ibm.websphere.samples.daytrader.util.KeyBlock|com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect|com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,3,1.0,3,3,0,false,0,35,0.182607457037
daytrader,com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.util.TimerStat|com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.web.TradeServletAction|com.ibm.websphere.samples.daytrader.util.TradeConfig,2,0.6666666666666666,4,4,0,false,0,40,0.21549485218700004
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,com.ibm.websphere.samples.daytrader.util.TimerStat|com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean|com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.TimerStat|com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB|com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,2,0.6666666666666666,3,3,0,false,0,21,0.18999862291400005
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,com.ibm.websphere.samples.daytrader.util.MDBStats|com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean|com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.MDBStats|com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean|com.ibm.websphere.samples.daytrader.util.Log,3,1.0,3,4,1,false,0,15,0.18077534761400005
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF|com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF|com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.direct.TradeDirect,2,0.6666666666666666,3,5,2,false,0,205,0.12257043501499998
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket|com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB|com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote|com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,1,0.3333333333333333,3,3,0,true,0,0,0.13092404190899998
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener|com.ibm.websphere.samples.daytrader.web.TradeAppServlet,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter|com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,2,0.6666666666666666,4,4,0,false,0,22,0.22074269656699996
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,com.ibm.websphere.samples.daytrader.web.TradeServletAction|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,com.ibm.websphere.samples.daytrader.web.TradeServletAction|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,3,1.0,4,3,-1,false,0,71,0.216456362932
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.web.TradeAppServlet|com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.web.TradeAppServlet|com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,2,0.6666666666666666,6,5,-1,false,0,126,0.16714441165100002
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,com.ibm.websphere.samples.daytrader.web.TradeAppServlet|com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter|com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.web.TradeAppServlet|com.ibm.websphere.samples.daytrader.TradeAction|com.ibm.websphere.samples.daytrader.util.TradeConfig,1,0.3333333333333333,5,4,-1,false,0,52,0.23068592762200002
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF|com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,com.ibm.websphere.samples.daytrader.entities.AccountDataBean|com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF|com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,3,1.0,3,5,2,false,0,76,0.07480516745700005
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener|com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer|com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF|com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,1,0.3333333333333333,3,3,0,false,0,6,0.12844398876100005
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF|com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean|com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF|com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,2,0.6666666666666666,5,3,-2,false,0,26,0.14330189004500005
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter|com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator|com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter|com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,2,0.6666666666666666,3,3,0,false,0,26,0.22574502764799997
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF|com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter|com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF|com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,2,0.6666666666666666,4,3,-1,false,0,25,0.306350343023
